address_1,address_2,city,state,postal_code,phone_number,restaurant_open_date,facility_type,permitid,x,y,geocode_status,geo_shape,geo_point_2d,BIZ_ID,biz_name,NAME_SENTIMENT,HEALTH_SCORE,NAME_SENTIMENT_CONFIDENCE
1010 FORESTVILLE RD,NA,WAKE FOREST,NC,27587,(919) 554-6995,2020-01-15,Restaurant,21970,-78.50659734,35.94595764,M,"{""coordinates"": [-78.50659991876883, 35.945964754177325], ""type"": ""Point""}","35.945964754177325, -78.50659991876883",04092018294,CHICK-FIL-A #4239,very positive,99,0.26893437
4020 CAPITAL BLVD,SUITE 160,RALEIGH,NC,27604,(678) 965-5707,2020-01-27,Restaurant,21994,-78.57967665,35.83551025,M,"{""coordinates"": [-78.5796792488391, 35.83551734072338], ""type"": ""Point""}","35.83551734072338, -78.5796792488391",04092018308,STARS AND STRIKES,positive,95,0.5465837
1353 KILDAIRE FARM RD,NA,CARY,NC,27511,(919) 800-1802,2020-01-27,Restaurant,21995,-78.78193785,35.75976468,M,"{""coordinates"": [-78.78194049746463, 35.759771748933424], ""type"": ""Point""}","35.759771748933424, -78.78194049746463",04092018307,SZECHUAN MANSION RESTAURANT,positive,94.5,0.29998326
6320 PLANTATION CENTER DR,NA,RALEIGH,NC,27616,(919) 803-2016,2020-01-27,Restaurant,21997,-78.5823769,35.87315531,M,"{""coordinates"": [-78.58237950016586, 35.8731624129034], ""type"": ""Point""}","35.8731624129034, -78.58237950016586",04092018304,CRAB DU JOUR CAJUN SEAFOOD RESTAURANT & BAR,very positive,93,0.3014468
101 KUMAR CT,NA,RALEIGH,NC,27606,(919) 879-8486,2019-12-10,Restaurant,21914,-78.73643071,35.74608019,M,"{""coordinates"": [-78.73643334380012, 35.74608725524036], ""type"": ""Point""}","35.74608725524036, -78.73643334380012",04092018261,SHEETZ #675,very positive,99.5,0.25560945
4412 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 322-4191,2020-01-02,Restaurant,21955,-78.65424256,35.71955708,M,"{""coordinates"": [-78.654245169907, 35.71956414348909], ""type"": ""Point""}","35.71956414348909, -78.654245169907",04092018285,GOLDEN KRUST,very positive,98,0.6031951
901 W MORGAN ST,NA,RALEIGH,NC,27603-1511,(919) 833-8898,2020-02-06,Restaurant,22024,-78.65602922,35.78118568,M,"{""coordinates"": [-78.65603183808835, 35.78119275383328], ""type"": ""Point""}","35.78119275383328, -78.65603183808835",04092018315,IRREGARDLESS CAFE,very negative,96,0.43672657
219 S WHITE ST,NA,WAKE FOREST,NC,27587,(919) 435-4436,2020-02-18,Restaurant,22052,-78.50967992,35.97752929,M,"{""coordinates"": [-78.50968250319885, 35.97753641889205], ""type"": ""Point""}","35.97753641889205, -78.50968250319885",04092018323,SUGAR MAGNOLIA CAFE,very positive,95,0.34700236
2808 HILLSBOROUGH ST,NA,RALEIGH,NC,27607,(984) 200-0768,2020-02-24,Restaurant,22063,-78.67444996,35.78960042,M,"{""coordinates"": [-78.67445257532397, 35.78960750279422], ""type"": ""Point""}","35.78960750279422, -78.67445257532397",04092018325,NATURE'S JUICE BAR & CAFE,very positive,96,0.4980449
1 QUALITY LN,NA,CARY,NC,27513,NA,2020-03-02,Restaurant,22074,-78.80879783,35.81694251,M,"{""coordinates"": [-78.80880049440759, 35.81694958703543], ""type"": ""Point""}","35.81694958703543, -78.80880049440759",04092018331,THE KELLOGGS CAFE,very positive,99.5,0.41071874
111 FRIENDLY DR,NA,RALEIGH,NC,27607-5463,(919) 327-3800,2020-03-05,Restaurant,22081,-78.67544621,35.78839392,M,"{""coordinates"": [-78.67544883499822, 35.788401000010914], ""type"": ""Point""}","35.788401000010914, -78.67544883499822",04092018334,CLOUD 9 DINING,very positive,98.5,0.42632964
1080 DARRINGTON DR,NA,CARY,NC,27513,(919) 650-1565,2020-03-17,Restaurant,22094,-78.81678726,35.80030101,M,"{""coordinates"": [-78.81678992161598, 35.80030808395223], ""type"": ""Point""}","35.80030808395223, -78.81678992161598",04092018336,OKJA,neutral,95,0.38800794
4701-131 ATLANTIC AVE,NA,RALEIGH,NC,27604,(919) 850-9984,2020-04-07,Restaurant,22105,-78.60292756,35.84801798,M,"{""coordinates"": [-78.60293016159132, 35.848025078382214], ""type"": ""Point""}","35.848025078382214, -78.60293016159132",04092018340,SEOUL GARDEN,very positive,90,0.3626473
6325-33 FALLS OF NEUSE RD,NA,RALEIGH,NC,27615,(984) 200-5751,2020-04-07,Restaurant,22106,-78.62251588,35.86923291,M,"{""coordinates"": [-78.6225184937636, 35.86924000543006], ""type"": ""Point""}","35.86924000543006, -78.6225184937636",04092018341,RISE BISCUITS & DONUTS,very positive,97,0.39162928
2901 SHERMAN OAK PL,NA,RALEIGH,NC,27609-6884,(919) 817-1908,2020-04-13,Restaurant,22113,-78.62082881,35.82131683,M,"{""coordinates"": [-78.62083141306816, 35.82132392231978], ""type"": ""Point""}","35.82132392231978, -78.62083141306816",04092018347,STARBUCK'S,very positive,96,0.32829246
325 CARPENTER HILL DR,102,CARY,NC,27519,(919) 230-2222,2020-04-08,Restaurant,22108,-78.90087023,35.82521217,M,"{""coordinates"": [-78.9008729244635, 35.82521924525972], ""type"": ""Point""}","35.82521924525972, -78.9008729244635",04092018344,MARCO'S PIZZA #8407,very positive,98,0.3444397
1385 BRADFORD VIEW PL,SUITE 110,CARY,NC,27519,(919) 378-9859,2020-04-14,Restaurant,22115,-78.84682316,35.79355909,M,"{""coordinates"": [-78.84682582942042, 35.79356616195602], ""type"": ""Point""}","35.79356616195602, -78.84682582942042",04092018349,TROPICAL SMOOTHIE CAFE NC23,positive,96.5,0.2864857
403 KNIGHTDALE STATION RUN,NA,KNIGHTDALE,NC,27545,(919) 373-8076,2020-04-22,Restaurant,22126,-78.47356828,35.79722375,M,"{""coordinates"": [-78.47357084099285, 35.79723083840415], ""type"": ""Point""}","35.79723083840415, -78.47357084099285",04092018352,PRIME BARBECUE,very positive,96,0.34989536
1528 DAVIS DR,NA,CARY,NC,27519,(919) 363-5198,2020-05-29,Restaurant,22174,-78.84349017,35.76989893,M,"{""coordinates"": [-78.84349283801349, 35.76990599974212], ""type"": ""Point""}","35.76990599974212, -78.84349283801349",04092018378,PLEASANT GROVE CHURCH,positive,100,0.35738355
3710 DAVIS DR,NA,CARY,NC,27519,(919) 415-0210,2020-06-10,Restaurant,22201,-78.85023041,35.82831809,M,"{""coordinates"": [-78.85023308320056, 35.82832516808825], ""type"": ""Point""}","35.82832516808825, -78.85023308320056",04092018381,WEGMANS #139 MAIN KITCHEN/SUSHI/BURGER BAR/SKULLERY/FINISHED PRODUCT COOLER,positive,99,0.38431996
1540 DUNN RD,160,RALEIGH,NC,27614,(919) 747-9802,2020-06-23,Food Stand,22223,-78.58619614,35.92540089,M,"{""coordinates"": [-78.58619874313922, 35.925407999867524], ""type"": ""Point""}","35.925407999867524, -78.58619874313922",04092025314,THE BUTCHER'S MARKET-BEDFORD,positive,100,0.353041
301 N WEST ST,SUITE 101,RALEIGH,NC,27603,(919) 833-3311,2020-06-24,Restaurant,22224,-78.64609239,35.78410942,M,"{""coordinates"": [-78.6460949999136, 35.78411649701568], ""type"": ""Point""}","35.78411649701568, -78.6460949999136",04092018389,FIVE STAR RESTAURANT,very positive,98,0.99367005
2201 S WILMINGTON ST,NA,RALEIGH,NC,27603-2559,(919) 539-6022,2020-07-06,Mobile Food Units,22243,-78.63902823,35.7520526,M,"{""coordinates"": [-78.63903083820921, 35.752059670156385], ""type"": ""Point""}","35.752059670156385, -78.63903083820921",04092030485,DUBZ GRUB (WCID #775),neutral,98.5,0.24778943
1851 AVERSBORO RD,NA,GARNER,NC,27529,(919) 322-4082,2020-07-13,Restaurant,22256,-78.61583865,35.68506427,M,"{""coordinates"": [-78.61584124880285, 35.685071329305835], ""type"": ""Point""}","35.685071329305835, -78.61584124880285",04092018403,PLANT SLANT JUICE,very negative,95.5,0.35268176
1144 KILDAIRE FARM RD,NA,CARY,NC,27511,(919) 234-1555,2020-07-15,Restaurant,22257,-78.78337452,35.76638834,M,"{""coordinates"": [-78.78337717029672, 35.76639541308522], ""type"": ""Point""}","35.76639541308522, -78.78337717029672",04092018404,BRECOTEA BAKING STUDIO,positive,96,0.34117255
316 COLONADES WAY,NA,CARY,NC,27518,(919) 241-7200,2020-07-27,Restaurant,22268,-78.77756452,35.73853427,M,"{""coordinates"": [-78.77756716738376, 35.73854133532604], ""type"": ""Point""}","35.73854133532604, -78.77756716738376",04092018409,MOD PIZZA - WAVERLY,neutral,97,0.30513084
3540 MAITLAND DR SUITE 110,NA,RALEIGH,NC,27610,(919) 255-1640,2020-07-24,Meat Market,22273,-78.58191849,35.79630609,M,"{""coordinates"": [-78.58192108660178, 35.79631317377899], ""type"": ""Point""}","35.79631317377899, -78.58192108660178",04092300290,CAROLINA INTERNATIONAL MART,positive,96,0.29588497
336 SEMBLER LN,SUITE 4001,CARY,NC,27519-2609,(984) 208-7015,2020-07-28,Restaurant,22275,-78.90353622,35.82486983,M,"{""coordinates"": [-78.90353891061324, 35.824876910118476], ""type"": ""Point""}","35.824876910118476, -78.90353891061324",04092018414,MOD PIZZA - AMBERLY,positive,96,0.3207406
4120 MAIN AT NORTH HILLS  ST,STE 140,RALEIGH,NC,27609,(919) 786-9111,2020-07-28,Restaurant,22274,-78.64297679,35.83719099,M,"{""coordinates"": [-78.64297940776801, 35.83719807824667], ""type"": ""Point""}","35.83719807824667, -78.64297940776801",04092018413,WHICH WICH NORTH HILLS,positive,96.5,0.23249857
302 COLONADES WAY,NA,CARY,NC,27518,(984) 200-5516,2020-08-20,Restaurant,22301,-78.77756452,35.73853427,M,"{""coordinates"": [-78.77756716738376, 35.73854133532604], ""type"": ""Point""}","35.73854133532604, -78.77756716738376",04092018423,CHICKEN SALAD CHICK,positive,98,0.25122467
725 TUCKER ST,NA,RALEIGH,NC,27603,(919) 441-7489,2020-08-31,Restaurant,22321,-78.64966681,35.785973,M,"{""coordinates"": [-78.64966942455773, 35.78598008357317], ""type"": ""Point""}","35.78598008357317, -78.64966942455773",04092018426,IRIS COFFEE LAB,positive,100,0.33613974
610 GLENWOOD AVE,NA,RALEIGH,NC,27603,(919) 977-3714,2020-09-01,Restaurant,22324,-78.64681781,35.78777275,M,"{""coordinates"": [-78.64682042142927, 35.787779832759526], ""type"": ""Point""}","35.787779832759526, -78.64682042142927",04092018430,DOGWOOD BAR & EATERY,positive,96.5,0.36075297
9650 STRICKLAND RD,NA,RALEIGH,NC,27615,(984) 242-4314,2020-09-01,Restaurant,22325,-78.65677038,35.90420522,M,"{""coordinates"": [-78.65677299734703, 35.904212329764896], ""type"": ""Point""}","35.904212329764896, -78.65677299734703",04092018429,BALI HAI,neutral,92.5,0.2779198
417 W PEACE ST,100,RALEIGH,NC,27603-1133,(919) 755-5444,2020-09-02,Food Stand,22332,-78.64489989,35.787898,M,"{""coordinates"": [-78.64490250058262, 35.78790507782399], ""type"": ""Point""}","35.78790507782399, -78.64490250058262",04092025320,PUBLIX #1652  DELI,neutral,99,0.25282887
1240 NW MAYNARD RD,NA,CARY,NC,27513,(919) 460-8158,2020-08-13,Restaurant,22338,-78.80932559,35.78486593,M,"{""coordinates"": [-78.8093282515348, 35.784873000153084], ""type"": ""Point""}","35.784873000153084, -78.8093282515348",04092018436,GREAT HARVEST BREAD CO.,very positive,98,0.7433487
2880 ROGERS RD,NA,WAKE FOREST,NC,27587-3894,(919) 606-6236,2020-09-04,Restaurant,22339,-78.52448282,35.95188022,M,"{""coordinates"": [-78.524485407866, 35.951887341077594], ""type"": ""Point""}","35.951887341077594, -78.524485407866",04092018435,DUNKIN #358977,neutral,98,0.24109131
1319 KILDAIRE FARM RD,NA,CARY,NC,27511,(984) 465-0498,2020-09-09,Restaurant,22344,-78.78193785,35.75976468,M,"{""coordinates"": [-78.78194049746463, 35.759771748933424], ""type"": ""Point""}","35.759771748933424, -78.78194049746463",04092018438,CHA HOUSE,very positive,97.5,0.30703342
901 N SMITHFIELD RD,NA,KNIGHTDALE,NC,27545,(919) 217-3410,2020-07-23,Restaurant,22356,-78.48796386,35.7957655,M,"{""coordinates"": [-78.48796642433193, 35.795772586937375], ""type"": ""Point""}","35.795772586937375, -78.48796642433193",04092018446,GRAND STREET PIZZA,very positive,98.5,0.38954717
919 N HARRISON AVE,NA,CARY,NC,27513,(919) 377-8088,2020-09-25,Restaurant,22386,-78.78340135,35.8006801,M,"{""coordinates"": [-78.78340400301497, 35.80068717375723], ""type"": ""Point""}","35.80068717375723, -78.78340400301497",04092018451,KOI RAMEN,very positive,98,0.39321896
2108 S MAIN ST,NA,WAKE FOREST,NC,27587,(919) 562-5570,2020-10-15,Restaurant,22437,-78.53406941,35.94965714,M,"{""coordinates"": [-78.53407199968655, 35.949664256797355], ""type"": ""Point""}","35.949664256797355, -78.53407199968655",04092018463,PAT MURNANE'S IRISH PUB,very positive,96,0.34053463
1107 PINE PLAZA DR,NA,APEX,NC,27523,(919) 924-0455,2020-10-14,Restaurant,22440,-78.83026409,35.74675893,M,"{""coordinates"": [-78.83026675124246, 35.746765994532794], ""type"": ""Point""}","35.746765994532794, -78.83026675124246",04092018465,ALPACA PERUVIAN CHARCOAL CHICKEN,neutral,99,0.25828287
2201 S WILMINGTON ST,NA,RALEIGH,NC,27603,(911) 412-4121,2020-10-02,Mobile Food Units,22447,-78.63902823,35.7520526,M,"{""coordinates"": [-78.63903083820921, 35.752059670156385], ""type"": ""Point""}","35.752059670156385, -78.63903083820921",04092030497,MEZQUITE VALLEY (WCID #788),positive,93,0.3270529
3625 HILLSBOROUGH  ST,NA,RALEIGH,NC,27607,(919) 890-5336,2020-09-04,Restaurant,22451,-78.68493288,35.79323558,M,"{""coordinates"": [-78.6849355057687, 35.793242664809256], ""type"": ""Point""}","35.793242664809256, -78.6849355057687",04092018456,CRAFTY CRAB,positive,98,0.4336095
6105 GRACE PARK DR,NA,MORRISVILLE,NC,27560,(919) 234-6281,2020-10-28,Restaurant,22474,-78.84652233,35.821117,M,"{""coordinates"": [-78.84652500044426, 35.82112407792286], ""type"": ""Point""}","35.82112407792286, -78.84652500044426",04092018472,ADDA BISTRO & DINING,very positive,98,0.4607328
3001 CALVARY DR,NA,RALEIGH,NC,27604,(919) 548-8650,2020-10-30,Food Stand,22481,-78.58500532,35.84648891,M,"{""coordinates"": [-78.58500791941795, 35.84649600012666], ""type"": ""Point""}","35.84649600012666, -78.58500791941795",04092025327,FUJISAN @ SAM'S DELI,very positive,100,0.38327056
815 W CHATHAM ST,NA,CARY,NC,27511,(919) 234-6002,2020-11-02,Restaurant,22482,-78.79538501,35.78006842,M,"{""coordinates"": [-78.79538767093698, 35.78007549713417], ""type"": ""Point""}","35.78007549713417, -78.79538767093698",04092018474,SEOUL GARDEN,very positive,96,0.3626473
4125 CAPITAL BLVD,VELERO GAS STATION,RALEIGH,NC,27604-3414,(919) 390-8544,2020-11-04,Mobile Food Units,22492,-78.58178875,35.83712024,M,"{""coordinates"": [-78.5817913406472, 35.83712733517157], ""type"": ""Point""}","35.83712733517157, -78.5817913406472",04092030505,TACOS MI TIERRA CALIENTE (WCID #792),very positive,97,0.38639528
2259 NEW HOPE CHURCH RD,NA,RALEIGH,NC,27604,(919) 636-1182,2020-11-06,Restaurant,22497,-78.60062541,35.83624582,M,"{""coordinates"": [-78.60062800548833, 35.83625291022764], ""type"": ""Point""}","35.83625291022764, -78.60062800548833",04092018480,CARNITAS LA BARCA,very positive,93.5,0.23596285
13250 NEW FALLS OF NEUSE  RD,NA,RALEIGH,NC,27614,(919) 554-3148,2020-11-17,Food Stand,22519,-78.56042457,35.94164479,M,"{""coordinates"": [-78.56042715923105, 35.94165191086902], ""type"": ""Point""}","35.94165191086902, -78.56042715923105",04092025330,REFUEL 114,very negative,98.5,0.46876228
523 N MAIN ST,NA,HOLLY SPRINGS,NC,27540,(919) 557-7363,2020-11-24,Restaurant,22529,-78.83686967,35.65965929,M,"{""coordinates"": [-78.83687233236992, 35.65966634063028], ""type"": ""Point""}","35.65966634063028, -78.83687233236992",04092018486,CHEN'S GARDEN,positive,99,0.32692492
8450-106 HONEYCUTT RD,NA,RALEIGH,NC,27615,(310) 625-8489,2020-12-02,Restaurant,22538,-78.62166264,35.89510631,M,"{""coordinates"": [-78.62166525412478, 35.895113413624664], ""type"": ""Point""}","35.895113413624664, -78.62166525412478",04092018492,BONGIORNO & SON,very positive,99.5,0.39758554
3815 HILLSBOROUGH ST,NA,RALEIGH,NC,27607,(919) 838-5155,2020-11-16,Restaurant,22555,-78.68961671,35.79418891,M,"{""coordinates"": [-78.68961933543306, 35.79419599397772], ""type"": ""Point""}","35.79419599397772, -78.68961933543306",04092018495,AL BARAKA GRILL,positive,98.5,0.28623593
4621 CAPITAL  BLVD,NA,RALEIGH,NC,27604,(919) 850-2175,2020-11-13,Restaurant,22562,-78.58118558,35.84746032,M,"{""coordinates"": [-78.58118817396884, 35.84746741292624], ""type"": ""Point""}","35.84746741292624, -78.58118817396884",04092018496,CHICK-FIL-A #868,positive,99.5,0.27401656
2893 JONES FRANKLIN RD,NA,RALEIGH,NC,27606,(919) 809-8622,2020-12-16,Restaurant,22567,-78.73666445,35.74405202,M,"{""coordinates"": [-78.73666708649516, 35.74405908942946], ""type"": ""Point""}","35.74405908942946, -78.73666708649516",04092018504,EARTH TO US,very positive,99,0.44511226
1540 DUNN RD,NA,RALEIGH,NC,27614,(919) 747-9303,2020-12-10,Restaurant,22568,-78.58619614,35.92540089,M,"{""coordinates"": [-78.58619874313922, 35.925407999867524], ""type"": ""Point""}","35.925407999867524, -78.58619874313922",04092018502,BRIXX BEDFORD,very positive,96.5,0.32202515
1961 HIGH HOUSE RD,NA,CARY,NC,27519,(919) 969-3614,2020-12-16,Food Stand,22569,-78.84865558,35.78922067,M,"{""coordinates"": [-78.84865825132587, 35.78922774315409], ""type"": ""Point""}","35.78922774315409, -78.84865825132587",04092025334,MAT-JIB,neutral,97.5,0.27952525
160 PARK AT NORTH HILLS ST,NA,RALEIGH,NC,27609,(919) 881-2571,2020-12-22,Restaurant,22584,-78.6381178,35.83636391,M,"{""coordinates"": [-78.6381204138413, 35.83637099971282], ""type"": ""Point""}","35.83637099971282, -78.6381204138413",04092018511,ANOTHER BROKEN EGG,very negative,93,0.78507197
4320 TEN TEN RD,VALERO GAS STATION,APEX,NC,27539-9176,(919) 593-9904,2021-01-11,Mobile Food Units,22603,-78.7728976,35.69510903,M,"{""coordinates"": [-78.77290024922986, 35.69511608337364], ""type"": ""Point""}","35.69511608337364, -78.77290024922986",04092030511,EL TOLUCO #2 (WCID #781),very positive,100,0.28330818
5413  SHEARON HARRIS RD,NA,NEW HILL,NC,27562,(984) 229-2037,2021-01-27,Restaurant,22621,-78.94432673,35.63332346,M,"{""coordinates"": [-78.94432942418464, 35.63333049697757], ""type"": ""Point""}","35.63333049697757, -78.94432942418464",04092018520,SHEARON HARRIS CAFE,positive,99,0.29593825
4421 SIX FORKS RD,SUITE 116 A,RALEIGH,NC,27609,(984) 200-3654,2021-01-11,Food Stand,22619,-78.64349731,35.8401699,M,"{""coordinates"": [-78.64349992434231, 35.84017699409708], ""type"": ""Point""}","35.84017699409708, -78.64349992434231",04092025337,BUL BOX NORTH HILLS,positive,96.5,0.30906746
2235 NEW HOPE CHURCH RD,CHECK CASH BUSINESS,RALEIGH,NC,27604-1600,(919) 291-1030,2021-01-29,Mobile Food Units,22624,-78.60013999,35.83523991,M,"{""coordinates"": [-78.60014259254784, 35.83524700579959], ""type"": ""Point""}","35.83524700579959, -78.60014259254784",04092030517,COCO LOCO TACO LOCO (WCID #807),very positive,87,0.28646278
2020 HOSPITALITY CT,NA,MORRISVILLE,NC,27560-9128,(919) 467-8689,2021-02-05,Restaurant,22633,-78.81549059,35.85787324,M,"{""coordinates"": [-78.81549325182135, 35.85788032991665], ""type"": ""Point""}","35.85788032991665, -78.81549325182135",04092018525,SONESTA ES SUITES RALEIGH DURHAM AIRPORT FOODSERVICE,very positive,99,0.3288232
2458 SW CARY PKY,NA,CARY,NC,27513-5318,(919) 481-1822,2000-07-01,Food Stand,5799,-78.82085568,35.76364284,M,"{""coordinates"": [-78.82085834054683, 35.7636499105793], ""type"": ""Point""}","35.7636499105793, -78.82085834054683",04092021013,FOOD LION #624 DELI,very positive,95,0.31011856
5300 FAYETTEVILLE RD,NA,RALEIGH,NC,27603,(919) 670-2980,2021-02-16,Restaurant,22658,-78.66097713,35.70773611,M,"{""coordinates"": [-78.66097974202941, 35.70774316765239], ""type"": ""Point""}","35.70774316765239, -78.66097974202941",04092018536,PARTEE SHACK,neutral,97.5,0.26189032
10820 PENNY RD,NA,CARY,NC,27518,(919) 387-8250,2021-02-22,Restaurant,22666,-78.79550126,35.71734903,M,"{""coordinates"": [-78.79550391582336, 35.71735609012469], ""type"": ""Point""}","35.71735609012469, -78.79550391582336",04092018540,JORDAN OAKS,positive,97.5,0.32112336
2757 NC 55 HWY,NA,CARY,NC,27519,(919) 629-7100,2021-02-24,Restaurant,22676,-78.87279008,35.78531559,M,"{""coordinates"": [-78.87279275737052, 35.785322664891474], ""type"": ""Point""}","35.785322664891474, -78.87279275737052",04092018544,MASA SUSHI & RAMEN,positive,95,0.292694
903 N SMITHFIELD RD,NA,KNIGHTDALE,NC,27545,(919) 426-8821,2021-03-04,Mobile Food Units,22685,-78.48796386,35.7957655,M,"{""coordinates"": [-78.48796642433193, 35.795772586937375], ""type"": ""Point""}","35.795772586937375, -78.48796642433193",04092030525,EL KALIFAS (WCID #815),very positive,94,0.32678348
10208 CHAPEL HILL RD,NA,MORRISVILLE,NC,27560,(919) 336-3138,2021-03-15,Restaurant,22703,-78.82634517,35.82830791,M,"{""coordinates"": [-78.82634783820895, 35.82831499424204], ""type"": ""Point""}","35.82831499424204, -78.82634783820895",04092018557,LA CUCINA ITALIANA,very positive,95.5,0.4481827
1321 S BLOUNT ST,NA,RALEIGH,NC,27601,(919) 833-8200,2021-03-18,Food Stand,22717,-78.63664181,35.76383183,M,"{""coordinates"": [-78.63664441343369, 35.763838910307314], ""type"": ""Point""}","35.763838910307314, -78.63664441343369",04092025347,STOP & QUICK,very positive,98,0.61215264
1374 N MAIN ST,NA,FUQUAY-VARINA,NC,27526,(919) 557-0139,2021-03-24,Restaurant,22726,-78.77581928,35.59164622,M,"{""coordinates"": [-78.77582192218266, 35.591653257202914], ""type"": ""Point""}","35.591653257202914, -78.77582192218266",04092018567,WENDY'S #1985,very positive,99.5,0.33677402
1900 LAKE PINE DR,NA,APEX,NC,27602,(919) 387-8640,2021-03-24,Restaurant,22739,-78.82229551,35.74322335,M,"{""coordinates"": [-78.8222981736479, 35.74323041861075], ""type"": ""Point""}","35.74323041861075, -78.8222981736479",04092018582,WENDY'S,very positive,97,0.34429654
181 GRAND HILL PL,NA,HOLLY SPRINGS,NC,27540,(919) 577-6162,2021-03-24,Restaurant,22740,-78.84762391,35.66222178,M,"{""coordinates"": [-78.84762657830964, 35.662228826419984], ""type"": ""Point""}","35.662228826419984, -78.84762657830964",04092018575,WENDY'S #6319,very positive,96.5,0.3309832
4023 DAVIS DR,NA,MORRISVILLE,NC,27560,(919) 460-3966,2021-03-24,Restaurant,22745,-78.85701615,35.83815358,M,"{""coordinates"": [-78.85701883214874, 35.8381606586137], ""type"": ""Point""}","35.8381606586137, -78.85701883214874",04092018585,WENDY'S,very positive,96.5,0.34429654
7460 LOUISBURG RD,NA,RALEIGH,NC,27616,(919) 713-0810,2021-03-24,Restaurant,22746,-78.53977075,35.87454257,M,"{""coordinates"": [-78.53977333263305, 35.87454967031385], ""type"": ""Point""}","35.87454967031385, -78.53977333263305",04092018588,WENDY'S,very positive,99,0.34429654
12430 CAPITAL BLVD,NA,WAKE FOREST,NC,27587,(919) 676-8933,2021-03-24,Restaurant,22753,-78.53512691,35.98551162,M,"{""coordinates"": [-78.53512949947289, 35.985518748744155], ""type"": ""Point""}","35.985518748744155, -78.53512949947289",04092018591,WENDY'S #6338,very positive,97,0.3181694
1809 N HARRISON AVE,NA,CARY,NC,27513,(919) 677-0039,2021-03-24,Restaurant,22755,-78.76795836,35.83059517,M,"{""coordinates"": [-78.76796100859532, 35.83060225126392], ""type"": ""Point""}","35.83060225126392, -78.76796100859532",04092018593,WENDY'S,very positive,98,0.34429654
4112 PLEASANT VALLEY RD,STE 124,RALEIGH,NC,27612,(919) 786-0091,2021-04-27,Restaurant,22824,-78.70472779,35.86043849,M,"{""coordinates"": [-78.70473041966667, 35.86044558045245], ""type"": ""Point""}","35.86044558045245, -78.70473041966667",04092018612,NEW WORLD CAFE,very positive,94,0.5180271
1110 MERCANTILE DR,SUITE 120,RALEIGH,NC,27609,(919) 439-1177,2021-04-23,Restaurant,22829,-78.62082881,35.82131683,M,"{""coordinates"": [-78.62083141306816, 35.82132392231978], ""type"": ""Point""}","35.82132392231978, -78.62083141306816",04092018615,TORCHY'S TACOS #91,very positive,94.5,0.2920062
7132 US HIGHWAY 64 E,NA,KNIGHTDALE,NC,27545,(919) 266-0917,2021-03-24,Restaurant,22733,-78.42460971,35.80561159,M,"{""coordinates"": [-78.42461225541645, 35.80561867995622], ""type"": ""Point""}","35.80561867995622, -78.42461225541645",04092018571,WENDY'S,very positive,94.5,0.34429654
1501  NC HWY 39,NA,ZEBULON,NC,27597,(919) 269-2287,2021-03-30,Food Stand,22770,-78.2688006,35.81739043,M,"{""coordinates"": [-78.268803103326, 35.81739753160276], ""type"": ""Point""}","35.81739753160276, -78.268803103326",04092025351,MUDCATS STAND #1 & MAIN COMMISSARY,very positive,97,0.50530595
1501 NC HWY 39,NA,ZEBULON,NC,27597,(919) 269-2287,2021-03-30,Food Stand,22772,-78.2688006,35.81739043,M,"{""coordinates"": [-78.268803103326, 35.81739753160276], ""type"": ""Point""}","35.81739753160276, -78.268803103326",04092025354,MUDCATS STAND #4,very positive,99.5,0.28994915
4317 FALLS OF NEUSE RD,NA,RALEIGH,NC,27609-6283,(919) 872-5376,2000-07-01,Food Stand,5801,-78.61339405,35.84096299,M,"{""coordinates"": [-78.61339665929484, 35.840970083257865], ""type"": ""Point""}","35.840970083257865, -78.61339665929484",04092021011,FOOD LION #90 DELI,very positive,98,0.38982567
7713 LEAD MINE RD,NA,RALEIGH,NC,27615-4805,(919) 518-1607,2000-07-01,Meat Market,5845,-78.6604412,35.88617756,M,"{""coordinates"": [-78.66044382329112, 35.8861846584724], ""type"": ""Point""}","35.8861846584724, -78.66044382329112",04092300148,FOOD LION #1481 MEAT MARKET,very positive,99,0.28780252
5621 LOUISBURG RD,NA,RALEIGH,NC,27616-5353,(919) 981-0402,2000-07-01,Meat Market,5848,-78.55796941,35.85459908,M,"{""coordinates"": [-78.55797200280195, 35.85460617392628], ""type"": ""Point""}","35.85460617392628, -78.55797200280195",04092300151,FOOD LION #1079 MEAT MARKET,very positive,99,0.33603802
1338 N MAIN ST,NA,FUQUAY-VARINA,NC,27526-2617,NA,2000-07-01,Meat Market,5864,-78.77764161,35.59047463,M,"{""coordinates"": [-78.77764425378835, 35.59048166464749], ""type"": ""Point""}","35.59048166464749, -78.77764425378835",04092300167,FOOD LION #434 MEAT MARKET,very positive,99.5,0.30557105
900 NE MAYNARD RD,NA,CARY,NC,27513-4163,(919) 460-6274,2002-06-18,Meat Market,5868,-78.76838418,35.80043542,M,"{""coordinates"": [-78.76838683271491, 35.800442496958084], ""type"": ""Point""}","35.800442496958084, -78.76838683271491",04092300173,FOOD LION #727 MEAT MARKET,very positive,99.5,0.3055718
