pid,zipcode,own_occ,av_total,land_sf,yr_built,yr_remod,living_area,num_floors,structure_class,r_bldg_styl,r_roof_typ,r_ext_fin,r_total_rms,r_bdrms,r_full_bth,r_half_bth,r_bth_style,r_kitch,r_kitch_style,r_heat_typ,r_ac,r_fplace,r_ext_cnd,r_ovrall_cnd,r_int_cnd,r_int_fin,r_view,zip,Population,Pop_Density,Median_Income,City_State
2190,2132,Y,552200,10342,1925,0,1590,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2200,2131,Y,342700,4250,1940,0,1248,1.5,R,CP,G,M,8,3,1,1,S,1,S,W,N,0,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
2210,2132,N,482800,4044,1960,0,1421,2,R,CL,G,M,7,3,1,1,M,1,M,W,C,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
2220,2131,Y,441200,3080,1905,1993,2182,2.5,R,CL,G,P,10,6,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
2230,2130,Y,744300,8597,1964,0,2033,1,R,SL,G,M,8,3,2,0,S,1,S,W,C,2,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2240,2131,Y,433500,4444,1925,1973,1392,2,R,CL,H,M,8,4,1,1,M,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
2270,2136,Y,309700,5998,1961,0,1140,1,R,SL,G,A,5,3,1,1,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2280,2136,Y,292600,8657,1950,0,1232,1,R,RN,G,W,5,2,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2290,2132,Y,419400,5325,1909,2003,1356,2,R,CL,G,M,6,3,1,1,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2300,2136,Y,345500,6041,1960,0,1066,1,R,SL,G,W,8,3,1,1,S,1,M,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2310,2130,Y,861500,13744,1961,0,1500,1,R,RN,G,W,6,3,2,0,S,1,M,W,C,2,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2330,2132,Y,410600,3652,1925,0,1344,2,R,CL,L,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2340,2131,Y,382000,6000,1960,0,1170,1,R,CP,G,M,6,3,2,1,S,1,S,F,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
2360,2132,Y,303100,4868,1950,0,800,1,R,RN,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2370,2131,N,230700,2950,1890,0,913,1.5,R,CV,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,F,02131,29826,11505,66735,"Roslindale, MA"
2400,2131,Y,425400,5587,1984,0,2643,1,R,RR,G,M,6,3,1,0,M,1,M,W,N,0,A,A,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
2410,2136,Y,296400,3110,1905,1990,2080,2,R,CL,G,S,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2420,2136,Y,355900,9055,1950,1992,1224,1.5,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2430,2136,Y,401900,7217,1964,0,1274,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,G,02136,28488,6207,58890,"Hyde Park, MA"
2440,2124,N,294900,4956,1900,0,1860,2,R,CL,G,A,6,4,2,1,S,1,M,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2450,2136,N,315200,5580,1984,0,1320,2,R,SD,G,M,5,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2460,2131,Y,380100,7815,1940,0,1008,1,R,CP,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
2470,2124,Y,493900,6350,1900,2005,2514,2,R,CL,G,S,9,4,1,1,S,1,M,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2490,2130,Y,1032800,6750,1939,NA,2712,2,R,CL,G,B,14,5,2,1,S,1,M,W,C,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2510,2132,Y,442500,5632,1955,0,1248,2,R,CL,G,M,6,3,1,1,S,1,M,F,N,1,A,A,A,N,G,02132,36314,13251,75446,"Cambridge, MA"
2520,2124,Y,402700,6300,1910,1999,1434,2,R,CL,H,M,7,3,1,2,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2530,2136,Y,329300,4500,1941,2011,1301,1.5,R,CP,G,W,6,3,1,0,M,1,S,F,N,0,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2550,2132,Y,295600,2426,1904,NA,1233,1.5,R,CP,G,W,6,3,1,0,S,1,S,F,N,0,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2560,2124,Y,441700,4056,1925,2007,1782,2,R,CL,G,W,6,3,1,1,M,1,M,W,N,1,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2570,2136,Y,310100,4438,1967,0,1392,2,R,CL,G,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2580,2130,Y,762400,4475,1920,2011,2415,2.5,R,CL,G,W,8,3,2,1,S,1,M,W,N,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2590,2136,Y,463900,6514,1965,0,2068,2,R,CL,G,F,7,3,2,1,S,1,S,W,N,2,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2600,2124,Y,407000,4730,1900,0,2180,2,R,CL,L,W,9,4,2,0,S,1,S,F,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2610,2124,Y,231300,1769,1991,0,1464,2,R,SD,H,M,6,3,2,0,M,1,M,W,N,0,A,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2620,2130,Y,767400,6600,1925,2002,2066,1.5,R,CP,G,M,7,4,1,0,M,1,M,W,N,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2630,2136,Y,393000,9692,1940,0,1794,1.5,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2640,2124,N,607000,10500,1895,0,2546,2,R,CL,G,F,8,4,2,1,S,1,S,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2660,2136,Y,346000,6000,1958,0,1431,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2670,2132,Y,360500,6546,1930,0,1310,1,R,BW,G,M,4,2,1,0,S,1,N,W,N,1,A,A,F,N,A,02132,36314,13251,75446,"Cambridge, MA"
2680,2132,Y,535400,5500,1925,2004,1364,2,R,CL,G,F,7,3,1,1,M,1,M,W,N,1,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2690,2132,Y,418700,5120,1928,0,1400,2,R,CL,G,M,7,3,1,1,N,1,N,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2700,2130,N,876100,3548,1900,2012,2603,2,R,CL,G,M,10,5,2,0,M,1,M,W,N,0,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
2710,2132,Y,465900,7316,1925,0,1910,1,R,BW,H,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2720,2131,Y,407500,8495,1955,0,1470,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
2740,2124,Y,447400,3200,1920,0,1525,2,R,CL,H,W,6,3,1,0,S,1,S,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2760,2132,Y,626200,4800,1928,2008,1997,2,R,CL,G,W,8,4,1,1,M,1,S,W,N,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
2770,2132,Y,570600,4500,1930,2012,1699,2,R,CL,G,M,8,4,1,1,M,1,M,E,N,1,G,G,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2790,2132,N,462500,7600,1956,0,1387,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2800,2132,Y,597900,6035,1953,0,1767,2,R,CL,G,W,8,4,1,1,S,1,M,W,N,1,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
2810,2132,Y,399400,6916,1960,0,1615,1.5,R,CP,G,W,6,2,2,0,S,1,S,E,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2820,2130,Y,964600,7800,1920,0,2468,2,R,CL,G,W,9,4,1,1,S,1,S,W,N,1,G,G,G,N,G,02130,35401,10618,75730,"Jamaica Plain, MA"
2830,2136,Y,336700,6000,1930,0,1287,1,R,CP,G,M,6,4,1,0,M,1,N,F,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2840,2124,Y,315700,7225,1910,0,1620,2,R,CL,G,S,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2850,2124,N,293500,2842,1900,0,986,1.5,R,CL,L,F,4,2,1,1,S,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2890,2132,Y,432600,6126,1953,0,1341,1.5,R,CP,G,M,7,3,1,1,S,1,S,F,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
2920,2124,N,356300,7500,1880,1984,2212,2,R,CL,H,F,11,4,1,1,S,1,S,F,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
2930,2131,Y,669500,5000,1935,2015,2040,2,R,CL,G,W,7,3,2,1,M,1,M,W,N,2,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
2950,2136,Y,317400,6500,1950,0,1260,1,R,CP,G,W,5,2,1,0,S,1,S,E,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
2960,2132,Y,383100,5469,1925,0,950,1,R,BW,G,W,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2970,2132,Y,371800,3662,1940,0,1400,2,R,CL,H,A,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
2980,2131,Y,450800,4403,1960,0,1274,2,R,CL,G,M,7,3,2,1,S,1,S,W,N,1,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
2990,2132,N,865200,5380,2016,0,2824,2,R,CL,G,C,8,4,2,1,M,1,L,F,C,1,G,G,E,N,A,02132,36314,13251,75446,"Cambridge, MA"
3010,2131,Y,334000,6827,1950,2013,1452,1,R,RN,G,M,5,3,2,0,S,1,N,W,C,0,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3020,2136,Y,357200,6014,1960,0,1240,1,R,RN,H,M,6,3,1,1,S,1,S,W,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3060,2136,Y,321900,5000,1900,1979,1586,2,R,CL,G,M,6,3,1,0,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3070,2132,Y,593000,4816,1914,2013,1634,2,R,CL,G,W,7,4,1,1,M,1,M,W,N,1,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
3080,2131,Y,586600,8000,1905,0,2182,2,R,CL,G,M,9,5,1,1,S,1,M,W,N,0,G,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
3090,2124,Y,484300,5060,1860,0,2634,2,R,CL,M,M,10,5,1,1,S,1,S,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3110,2136,Y,372400,6148,1950,0,1224,1.5,R,CP,G,M,5,3,1,1,S,1,S,F,C,0,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3120,2136,Y,297200,10920,1869,0,1317,1.5,R,CL,G,F,10,4,1,1,N,1,N,F,N,0,A,F,F,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3130,2131,Y,654600,6399,1880,0,2370,2,R,CL,H,F,8,4,1,1,M,1,M,F,N,1,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
3150,2130,Y,695400,6244,1928,0,2070,2,R,CL,L,F,8,4,1,1,S,1,S,W,N,1,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3160,2131,Y,444200,4151,1914,0,1476,2,R,CL,G,W,8,4,1,0,M,1,M,W,N,0,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
3190,2132,Y,613100,6000,1930,1990,1564,2,R,CL,H,M,9,3,3,0,M,1,M,F,N,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
3200,2124,Y,435100,4123,1942,2012,1750,2,R,CL,G,M,7,3,1,1,M,1,M,F,N,1,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3210,2131,Y,321100,5996,1967,0,962,1,R,RN,G,W,5,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3220,2132,Y,531600,6030,1930,0,1704,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3230,2130,Y,729500,8794,1910,2001,4211,2.5,R,CL,G,A,13,8,3,0,S,1,M,F,N,2,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3250,2131,Y,616500,15256,1935,0,3013,2.5,R,CL,G,M,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3270,2132,N,250500,5489,1950,0,925,1,R,RN,G,M,5,3,1,0,S,1,N,F,N,0,A,A,F,N,A,02132,36314,13251,75446,"Cambridge, MA"
3280,2124,Y,318800,3440,1890,1998,2003,2,R,CL,G,M,11,5,2,0,M,1,M,W,N,0,A,A,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3300,2132,Y,776300,12026,1967,0,2695,2,R,CL,G,W,9,5,1,2,M,1,M,E,N,2,A,A,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
3340,2136,Y,469000,5540,1900,0,2420,2,R,CL,G,M,8,4,1,1,S,1,N,F,C,1,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3350,2132,Y,498200,6000,1985,0,1795,2,R,CL,G,M,6,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3380,2131,Y,430300,6084,1950,0,1272,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3390,2130,Y,492400,5531,1950,0,1337,1,R,CP,G,M,8,2,1,0,S,1,S,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3400,2130,Y,680300,3315,1920,0,2079,2,R,CL,G,S,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3410,2132,Y,499400,6000,1929,0,1650,2,R,CL,H,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3420,2132,Y,330500,4400,1925,0,1000,1,R,BW,H,W,7,3,2,0,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3430,2136,Y,325100,3722,1945,0,1274,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3440,2132,N,337100,4948,1929,0,1365,1,R,BW,G,W,5,2,1,0,N,1,N,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3450,2131,Y,441300,4700,1925,0,1775,2,R,CL,H,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3460,2132,Y,468100,4764,1920,1999,2177,2,R,CL,L,M,6,3,1,1,M,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3470,2131,Y,630400,3911,2004,NA,2416,2,R,CL,G,F,7,4,3,1,M,1,M,F,C,1,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
3480,2136,N,308300,4882,1920,0,1456,2,R,CL,H,M,9,4,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3490,2136,N,345100,7248,1968,1990,1584,1,R,SL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3510,2132,Y,494100,7218,1950,2003,1456,1,R,CP,G,M,6,3,1,1,M,1,M,F,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3540,2124,N,472700,8271,1898,0,2398,2,R,CL,G,A,9,5,3,0,S,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3560,2131,N,375700,4866,1995,0,1513,2,R,CL,G,M,7,3,2,1,S,1,S,F,N,1,G,G,G,N,F,02131,29826,11505,66735,"Roslindale, MA"
3570,2124,N,246600,4046,1910,0,1710,2,R,CL,F,M,8,4,1,0,N,1,N,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3580,2132,Y,507300,6000,1929,0,1720,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3590,2136,N,322600,4534,1920,0,1687,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3600,2136,Y,276000,6667,1950,0,1040,1,R,RN,G,W,5,3,1,0,S,1,S,F,C,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3610,2132,Y,472300,5500,1920,0,1518,2,R,CL,H,M,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3620,2136,N,287500,7044,1957,0,1040,1,R,RR,G,M,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3630,2130,Y,953800,4635,1880,1990,2863,2.5,R,CL,M,F,10,6,3,0,N,1,S,E,N,2,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3640,2131,Y,706500,6420,1930,2003,2826,2,R,CL,G,M,9,4,2,0,M,1,M,W,N,0,G,G,G,N,A,02131,29826,11505,66735,"Roslindale, MA"
3650,2132,Y,399300,5432,1920,1997,1488,2,R,CL,H,W,7,2,1,1,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3670,2131,Y,310100,5000,1957,0,1224,1.5,R,CP,G,W,7,3,2,0,S,1,S,W,N,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3680,2124,Y,321800,5967,1950,0,1240,1,R,RN,G,M,7,4,1,0,S,1,S,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3690,2132,Y,590000,8250,1920,0,2160,2,R,CL,H,S,10,4,1,1,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3700,2124,Y,425300,4310,1910,0,2263,2.5,R,CL,G,W,9,4,1,1,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3710,2124,Y,269400,4721,1950,0,1068,1,R,RN,G,M,5,2,1,0,N,1,S,W,N,1,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3720,2136,Y,507700,4825,2005,NA,2183,2,R,CL,G,M,8,4,2,1,M,1,M,F,C,0,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3730,2131,Y,316900,4637,1925,0,936,1,R,RN,G,M,5,2,1,0,S,1,S,E,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3740,2132,Y,470800,5341,1928,0,1942,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3770,2136,N,349400,12957,1961,0,1280,1,R,RN,G,M,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3790,2132,Y,353500,4613,1958,0,1570,1,R,RR,G,M,7,3,1,1,M,1,N,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3800,2124,Y,180500,2596,1991,0,1520,2,R,SD,G,M,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
3810,2131,Y,382600,3797,1910,0,1487,1.5,R,BW,G,W,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3830,2136,Y,266600,3178,1920,0,1344,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3840,2136,Y,373500,7852,1960,0,1491,2,R,CL,G,M,8,4,1,1,S,1,S,W,N,1,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3850,2136,Y,304400,6844,1955,0,1667,1,R,RR,G,M,6,3,1,1,S,1,S,F,N,0,G,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3880,2132,Y,838600,9381,1940,2015,1981,2,R,CL,G,W,10,5,3,2,L,1,L,F,C,1,G,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
3890,2131,Y,464100,5500,1910,0,1624,2,R,CL,H,M,8,5,2,0,S,1,S,W,N,0,G,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
3900,2132,Y,401500,4903,1930,0,1152,2,R,CL,H,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3910,2132,N,552400,8279,1880,0,2865,2,R,CL,G,W,9,3,2,0,S,1,N,W,N,0,G,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3920,2136,Y,260800,3107,1880,0,1244,2,R,CL,M,W,6,3,1,0,N,1,N,W,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3930,2130,Y,649100,3850,1900,0,2064,2,R,CL,G,M,9,5,1,1,S,1,N,F,N,0,A,A,A,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
3940,2131,Y,383900,4000,1906,0,1468,2,R,CL,G,M,6,3,1,0,S,1,N,W,N,0,A,A,A,N,G,02131,29826,11505,66735,"Roslindale, MA"
3950,2130,N,455900,3150,2004,NA,1748,2,R,CL,G,F,6,3,2,1,M,1,M,F,C,1,G,G,G,N,F,02130,35401,10618,75730,"Jamaica Plain, MA"
3960,2132,Y,368000,5914,1964,0,1726,1,R,RR,G,W,8,4,2,0,S,1,S,W,C,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3970,2136,N,339400,5252,1945,0,1248,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,2,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
3980,2132,Y,546600,5000,1924,2013,2085,1.5,R,BW,G,W,8,4,2,0,S,1,M,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
3990,2124,Y,372400,3120,1915,1979,1795,2,R,CL,L,A,8,5,1,1,S,1,M,F,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
4000,2136,Y,327700,7419,1935,0,1617,2,R,CL,G,M,7,3,1,0,S,1,N,W,N,1,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
4010,2136,Y,369600,9031,1900,2009,1764,2,R,CL,G,W,10,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
4020,2130,Y,865900,17277,1925,2012,1974,2,R,CL,L,W,8,4,2,1,S,1,S,W,N,1,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
4030,2130,Y,652600,5946,1940,0,1653,2,R,CL,G,M,8,3,2,1,S,1,S,W,N,1,G,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
4040,2132,Y,352000,3914,1920,0,1288,2,R,CL,H,W,8,4,1,0,S,1,S,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
4050,2136,Y,373200,5534,1940,1984,1617,1.5,R,CP,S,M,5,3,1,1,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
4060,2136,Y,343100,6933,1983,0,1104,1,R,RN,G,M,5,3,2,0,M,1,M,W,N,1,A,A,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
4100,2124,Y,215500,1981,1880,0,1493,2,R,CL,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
4120,2132,Y,588500,6065,1890,1989,2248,2,R,CL,G,M,9,3,1,1,S,1,S,F,N,0,A,G,G,N,A,02132,36314,13251,75446,"Cambridge, MA"
4130,2124,N,273900,6810,1950,1990,1546,2,R,CL,G,F,9,4,1,1,M,1,M,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
4140,2131,Y,480700,5000,1903,2013,1813,2,R,CL,H,F,7,3,1,1,S,1,S,W,C,1,A,A,A,N,A,02131,29826,11505,66735,"Roslindale, MA"
4150,2124,Y,290900,2597,1966,0,1274,2,R,CL,G,W,6,3,1,1,N,1,N,W,N,0,A,A,A,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
4160,2132,Y,455800,2828,1964,0,1847,2,R,CL,G,W,6,3,2,1,S,1,S,W,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
4170,2136,Y,292400,6000,1930,0,1429,2,R,CL,G,M,6,3,1,0,S,1,S,F,N,0,A,A,A,N,A,02136,28488,6207,58890,"Hyde Park, MA"
4180,2124,Y,439300,4111,1905,2014,1965,2,R,CL,G,A,7,4,2,1,M,1,M,F,C,1,G,G,G,N,A,02124,47783,15913,48841,"Dorchester Center, MA"
4190,2132,Y,396000,4000,1935,0,1376,2,R,CL,G,W,6,3,1,0,S,1,M,W,N,0,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
4200,2130,Y,821000,7442,1962,2005,2384,1,R,RR,G,W,8,3,2,0,S,1,M,W,C,2,A,G,G,N,A,02130,35401,10618,75730,"Jamaica Plain, MA"
4240,2132,Y,496900,9471,1970,1982,1326,2,R,CL,G,M,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
4260,2132,Y,424900,5226,1962,NA,1372,2,R,CL,G,M,7,3,1,1,S,1,M,W,C,1,A,A,A,N,A,02132,36314,13251,75446,"Cambridge, MA"
4270,2131,N,248500,3050,1890,0,1880,2,R,CL,G,M,6,3,1,0,S,1,N,W,N,0,A,A,F,N,F,02131,29826,11505,66735,"Roslindale, MA"
4280,2136,Y,364300,3600,2002,NA,1500,2,R,CL,G,M,6,3,2,0,M,1,M,F,C,1,G,G,G,N,A,02136,28488,6207,58890,"Hyde Park, MA"
